19.04.2015                                                                                  Dynamic List Display                                                                                          1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  OLTPSOURCE                    |LOGSYS    |OBJVERS|ISOURCE                      |TRANSTRU                  |ISOSTYPE|ISTYPE|TSTPNM  |           TIMESTMP|CONTREL|       CONTTIMESTMP|ISSRCTYPE|INVISIBLE|
|  0BA_BA_DR_6                   |SAP_DEMO  |D      |0BA_BA_DR_6                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,518,194,650 |         |         |
|  0BA_BA_DR_6                   |ZFLAT2_SAP|D      |0BA_BA_DR_6                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,518,194,650 |         |         |
|  0BA_BA_DR_6                   |ZFLAT3_LEG|D      |0BA_BA_DR_6                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,518,194,650 |         |         |
|  0BA_BA_DR_6                   |ZFLAT3_SAP|D      |0BA_BA_DR_6                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,518,194,650 |         |         |
|  0BA_BA_DR_6                   |ZFLAT4_LEG|D      |0BA_BA_DR_6                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,518,194,650 |         |         |
|  0BA_BA_DR_6                   |ZFLATF_2ND|D      |0BA_BA_DR_6                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,518,194,650 |         |         |
|  0BA_BA_DR_6                   |ZFLATF_LEG|D      |0BA_BA_DR_6                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,518,194,650 |         |         |
|  0BA_BA_DR_6                   |ZFLATF_SAP|D      |0BA_BA_DR_6                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,518,194,650 |         |         |
|  0BA_BA_DR_7                   |PC_FILE   |D      |0BA_BA_DR_7                  |X                         |I       |D     |        |                 0 |7.0/03 |20,061,115,214,714 |         |         |
|  0BA_BA_DR_7                   |SAP_DEMO  |D      |0BA_BA_DR_7                  |X                         |I       |D     |        |                 0 |7.0/03 |20,061,115,214,714 |         |         |
|  0BA_BA_DR_7                   |ZFLAT2_SAP|D      |0BA_BA_DR_7                  |X                         |I       |D     |        |                 0 |7.0/03 |20,061,115,214,714 |         |         |
|  0BA_BA_DR_7                   |ZFLAT3_LEG|D      |0BA_BA_DR_7                  |X                         |I       |D     |        |                 0 |7.0/03 |20,061,115,214,714 |         |         |
|  0BA_BA_DR_7                   |ZFLAT3_SAP|D      |0BA_BA_DR_7                  |X                         |I       |D     |        |                 0 |7.0/03 |20,061,115,214,714 |         |         |
|  0BA_BA_DR_7                   |ZFLAT4_LEG|D      |0BA_BA_DR_7                  |X                         |I       |D     |        |                 0 |7.0/03 |20,061,115,214,714 |         |         |
|  0BA_BA_DR_7                   |ZFLATF_2ND|D      |0BA_BA_DR_7                  |X                         |I       |D     |        |                 0 |7.0/03 |20,061,115,214,714 |         |         |
|  0BA_BA_DR_7                   |ZFLATF_LEG|D      |0BA_BA_DR_7                  |X                         |I       |D     |        |                 0 |7.0/03 |20,061,115,214,714 |         |         |
|  0BA_BA_DR_7                   |ZFLATF_SAP|D      |0BA_BA_DR_7                  |X                         |I       |D     |        |                 0 |7.0/03 |20,061,115,214,714 |         |         |
|  0BA_BA_DR_8                   |PC_FILE   |D      |0BA_BA_DR_8                  |X                         |I       |D     |        |                 0 |3.5/03 |20,040,910,152,306 |         |         |
|  0BA_BA_DR_8                   |SAP_DEMO  |D      |0BA_BA_DR_8                  |X                         |I       |D     |        |                 0 |3.5/03 |20,040,910,152,306 |         |         |
|  0BA_BA_DR_8                   |ZFLAT2_SAP|D      |0BA_BA_DR_8                  |X                         |I       |D     |        |                 0 |3.5/03 |20,040,910,152,306 |         |         |
|  0BA_BA_DR_8                   |ZFLAT3_LEG|D      |0BA_BA_DR_8                  |X                         |I       |D     |        |                 0 |3.5/03 |20,040,910,152,306 |         |         |
|  0BA_BA_DR_8                   |ZFLAT3_SAP|D      |0BA_BA_DR_8                  |X                         |I       |D     |        |                 0 |3.5/03 |20,040,910,152,306 |         |         |
|  0BA_BA_DR_8                   |ZFLAT4_LEG|D      |0BA_BA_DR_8                  |X                         |I       |D     |        |                 0 |3.5/03 |20,040,910,152,306 |         |         |
|  0BA_BA_DR_8                   |ZFLATF_2ND|D      |0BA_BA_DR_8                  |X                         |I       |D     |        |                 0 |3.5/03 |20,040,910,152,306 |         |         |
|  0BA_BA_DR_8                   |ZFLATF_LEG|D      |0BA_BA_DR_8                  |X                         |I       |D     |        |                 0 |3.5/03 |20,040,910,152,306 |         |         |
|  0BA_BA_DR_8                   |ZFLATF_SAP|D      |0BA_BA_DR_8                  |X                         |I       |D     |        |                 0 |3.5/03 |20,040,910,152,306 |         |         |
|  0BA_BA_DR_9                   |PC_FILE   |D      |0BA_BA_DR_9                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,926,133,003 |         |         |
|  0BA_BA_DR_9                   |SAP_DEMO  |D      |0BA_BA_DR_9                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,926,133,003 |         |         |
|  0BA_BA_DR_9                   |ZFLAT2_SAP|D      |0BA_BA_DR_9                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,926,133,003 |         |         |
|  0BA_BA_DR_9                   |ZFLAT3_LEG|D      |0BA_BA_DR_9                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,926,133,003 |         |         |
|  0BA_BA_DR_9                   |ZFLAT3_SAP|D      |0BA_BA_DR_9                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,926,133,003 |         |         |
|  0BA_BA_DR_9                   |ZFLAT4_LEG|D      |0BA_BA_DR_9                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,926,133,003 |         |         |
|  0BA_BA_DR_9                   |ZFLATF_2ND|D      |0BA_BA_DR_9                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,926,133,003 |         |         |
|  0BA_BA_DR_9                   |ZFLATF_LEG|D      |0BA_BA_DR_9                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,926,133,003 |         |         |
|  0BA_BA_DR_9                   |ZFLATF_SAP|D      |0BA_BA_DR_9                  |X                         |I       |D     |        |                 0 |7.0/03 |20,060,926,133,003 |         |         |
|  0BA_BA_DR_EXPCLO              |PC_FILE   |D      |0BA_BA_DR_EXPCLO             |X                         |I       |D     |        |                 0 |7.0/03 |20,060,421,081,510 |         |         |
|  0BA_BA_DR_EXPCLO              |SAP_DEMO  |D      |0BA_BA_DR_EXPCLO             |X                         |I       |D     |        |                 0 |7.0/03 |20,060,421,081,510 |         |         |
|  0BA_BA_DR_EXPCLO              |ZFLAT2_SAP|D      |0BA_BA_DR_EXPCLO             |X                         |I       |D     |        |                 0 |7.0/03 |20,060,421,081,510 |         |         |
|  0BA_BA_DR_EXPCLO              |ZFLAT3_LEG|D      |0BA_BA_DR_EXPCLO             |X                         |I       |D     |        |                 0 |7.0/03 |20,060,421,081,510 |         |         |
|  0BA_BA_DR_EXPCLO              |ZFLAT3_SAP|D      |0BA_BA_DR_EXPCLO             |X                         |I       |D     |        |                 0 |7.0/03 |20,060,421,081,510 |         |         |
|  0BA_BA_DR_EXPCLO              |ZFLAT4_LEG|D      |0BA_BA_DR_EXPCLO             |X                         |I       |D     |        |                 0 |7.0/03 |20,060,421,081,510 |         |         |
|  0BA_BA_DR_EXPCLO              |ZFLATF_2ND|D      |0BA_BA_DR_EXPCLO             |X                         |I       |D     |        |                 0 |7.0/03 |20,060,421,081,510 |         |         |
|  0BA_BA_DR_EXPCLO              |ZFLATF_LEG|D      |0BA_BA_DR_EXPCLO             |X                         |I       |D     |        |                 0 |7.0/03 |20,060,421,081,510 |         |         |
|  0BA_BA_DR_EXPCLO              |ZFLATF_SAP|D      |0BA_BA_DR_EXPCLO             |X                         |I       |D     |        |                 0 |7.0/03 |20,060,421,081,510 |         |         |
|  0BA_BA_DR_OWN_LGDS            |PC_FILE   |D      |0BA_BA_DR_OWN_LGDS           |X                         |I       |D     |        |                 0 |7.0/03 |20,060,505,134,531 |         |         |
|  0BA_BA_DR_OWN_LGDS            |SAP_DEMO  |D      |0BA_BA_DR_OWN_LGDS           |X                         |I       |D     |        |                 0 |7.0/03 |20,060,505,134,531 |         |         |
|  0BA_BA_DR_OWN_LGDS            |ZFLAT2_SAP|D      |0BA_BA_DR_OWN_LGDS           |X                         |I       |D     |        |                 0 |7.0/03 |20,060,505,134,531 |         |         |
|  0BA_BA_DR_OWN_LGDS            |ZFLAT3_LEG|D      |0BA_BA_DR_OWN_LGDS           |X                         |I       |D     |        |                 0 |7.0/03 |20,060,505,134,531 |         |         |
|  0BA_BA_DR_OWN_LGDS            |ZFLAT3_SAP|D      |0BA_BA_DR_OWN_LGDS           |X                         |I       |D     |        |                 0 |7.0/03 |20,060,505,134,531 |         |         |
|  0BA_BA_DR_OWN_LGDS            |ZFLAT4_LEG|D      |0BA_BA_DR_OWN_LGDS           |X                         |I       |D     |        |                 0 |7.0/03 |20,060,505,134,531 |         |         |
|  0BA_BA_DR_OWN_LGDS            |ZFLATF_2ND|D      |0BA_BA_DR_OWN_LGDS           |X                         |I       |D     |        |                 0 |7.0/03 |20,060,505,134,531 |         |         |
|  0BA_BA_DR_OWN_LGDS            |ZFLATF_LEG|D      |0BA_BA_DR_OWN_LGDS           |X                         |I       |D     |        |                 0 |7.0/03 |20,060,505,134,531 |         |         |
|  0BA_BA_DR_OWN_LGDS            |ZFLATF_SAP|D      |0BA_BA_DR_OWN_LGDS           |X                         |I       |D     |        |                 0 |7.0/03 |20,060,505,134,531 |         |         |
|  0BA_BA_DR_POSNO               |PC_FILE   |D      |0BA_BA_DR_POSNO              |X                         |I       |D     |        |                 0 |7.0/03 |20,060,412,190,222 |         |         |
