19.04.2015                                                                                                                                                                                                                                                                                      Dynamic List Display                                                                                                                                                                                                                                                                                              1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  TRANID                          |OBJVERS|OBJSTAT|CONTREL|       CONTTIMESTMP|OWNER   |BWAPPL|ACTIVFL|TSTPNM  |           TIMESTMP|SOURCETYPE|SOURCESUBTYPE|SOURCENAME                              |TARGETTYPE|TARGETSUBTYPE|TARGETNAME                |STARTROUTINE             |ENDROUTINE               |EXPERT                   |GLBCODE                  |TRANPROG                 |VERSION_CUR|TARGET_TAB_TYPE|IS_SHADOW|SHADOW_TRANID                   |GLBCODE2                 |ALL_FIELDS|ORGTRANID                       |TXTSH|TXTMD|TXTLG                                                       |
|  015IPDWDXYCD3AA4MF6F8RWE6NIKEEQT|D      |INA    |7.0/04 |20,080,626,080,500 |SAP     |      |X      |SAP     |20,080,626,080,500 |ODSO      |             |0FC_DS08                                |ODSO      |             |0FC_DS24                  |48VFGEXKSS83NHXCW1Z01FHSN|48VFGJMKDXHP19T8GFEI6MPJR|                         |48VFGF59BQTT64GT1W1CBHGIF|                         |         0 |               |         |                                |48VFGFCXUPFIOR097Q3OLJF87|X         |                                |     |     |                                                            |
|  015N24XQ94VIYRPDJVBJZAUMGV8IAFUI|D      |INA    |7.0/03 |20,070,914,092,631 |SAP     |      |X      |SAP     |20,070,914,092,631 |ODSO      |             |0UCS_DS01                               |CUBE      |             |0UCSS_C12                 |                         |                         |                         |46Z5RS83CQX0IXUP3JO48ENEN|                         |         0 |               |         |                                |46Z5RSFRVPIQ1KE59DQGIGM4F|          |                                |     |     |BI7.0 DSO Disconnection/Reconnection->CUBE Disconn./Reconn. |
|  015PZDQYW8K7LYQ5M98OEB7ONEVDRRTA|D      |INA    |7.0/03 |20,071,224,045,247 |SAP     |      |X      |SAP     |20,071,224,045,247 |RSDS      |             |0GAE_COMPANY_TEXT             ZFLAT2_SAP|IOBJ      |TEXT         |0GAE_COMPID               |                         |                         |                         |4GWAJ6DROLS2LE15NAKZV2XIL|                         |         0 |               |         |0S3S1G4CJPJN6NO1HFK2T39JRTOZLUUW|4GWAJ6LG7KDS40KLT4NC54W8D|          |0S3S1G4CJPJN6NO1HFK2T39JRTOZLUUW|     |     |       RSDS 0GAE_COMPANY_TEXT VFACLNT000 -> IOBJ 0GAE_COMPID|
|  0164BXFNMHB5GRPW0Y60IY1UB1GOTY8S|D      |INA    |7.0/03 |20,071,224,033,458 |SAP     |      |X      |SAP     |20,071,224,033,458 |RSDS      |             |0GAE_CNT_ATTR                 ZFLAT3_SAP|IOBJ      |ATTR         |0GAE_SYSTEM               |                         |                         |                         |4GWAQTEYLL2QIGEUKSENVEYI5|                         |         0 |               |         |09SI9LIQ8O26OLM9P1AGH5L2I5IXAO6G|4GWAQTMN4JOG12YAQMH05GX7X|          |09SI9LIQ8O26OLM9P1AGH5L2I5IXAO6G|     |     |                                                            |
|  017AUMPJLE99AP3194BJPO8GE5X0NF1I|D      |INA    |7.0/03 |20,071,223,205,421 |SAP     |      |X      |SAP     |20,071,223,205,421 |RSDS      |             |0GAE_RQ_HST_AR                          |ODSO      |             |0GAE_ARHS                 |                         |                         |                         |4875USA3ZSRV5ALUALJQNRQP7|                         |         0 |               |X        |                                |4875USHSIRDKNX5AGFM2XTPEZ|          |                                |     |     |                                                            |
|  017LVB9C3M8XCWC3WU5Q8CS5BXDLM75X|D      |INA    |7.0/03 |20,061,219,225,428 |SAP     |      |X      |SAP     |20,061,219,225,428 |RSDS      |             |0HREIC_FLUPTYPE_TEXT          SAP0      |IOBJ      |TEXT         |0FLUP_TYPE                |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  017PV6EZ9DUIX10M8J44BVGR75J99J9G|D      |INA    |7.0/03 |20,071,220,061,650 |SAP     |      |       |SAP     |20,071,220,061,650 |RSDS      |             |0GCC_CRPROF                   ZFLATF_2ND|ODSO      |             |0GCC_CRPR                 |                         |                         |                         |                         |                         |         0 |               |         |095XOI6OT45R9Q0JPXHJDUZLRGL5EO9I|                         |          |095XOI6OT45R9Q0JPXHJDUZLRGL5EO9I|     |     |                                                            |
|  0182W2ECEFOXQK9T7KP83M9L76Q783L9|D      |INA    |7.0/03 |20,070,918,134,932 |SAP     |      |       |SAP     |20,070,918,134,932 |RSDS      |             |0UC_PROFILE_TEXT              R/3700    |IOBJ      |TEXT         |0UC_PROFILE               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  01940SKTX93G45HMTTRRC49KH67FCKYK|D      |INA    |7.0/03 |20,070,920,103,017 |SAP     |      |       |SAP     |20,070,920,103,017 |RSDS      |             |0AD_ELBK_FLTLOG               WEB000    |ODSO      |             |0AD_DS03                  |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0198BDKHH9L7DZ7NQHO4QB3VXCXKLVYG|D      |INA    |7.0/03 |20,070,926,084,520 |SAP     |      |       |SAP     |20,070,926,084,520 |RSDS      |             |0UC_CM_CL_BILL01              P20CLNT023|TRCS      |             |0UC_CM_CL_BILL01_70       |                         |                         |                         |4NJ0G492T0RAS5OZLZWYVJA5T|                         |         0 |               |         |0N3L95AVT9S53471JNCGVIDT7QWOGRUD|4NJ0G4GRBZD0AS8FRTZB5L8VL|          |0N3L95AVT9S53471JNCGVIDT7QWOGRUD|     |     |                                                            |
|  019EI6KSMIACVZWDUEHSS8HI0N4KQ6QT|D      |INA    |7.0/10 |20,091,104,133,359 |SAP     |      |       |SAP     |20,091,104,133,359 |RSDS      |             |0EPM_BP                       P20CLNT023|IOBJ      |ATTR         |0D_NW_BP                  |                         |                         |                         |4NJ0FUFQKT0OZCUC5KXA10X81|                         |         0 |               |         |0I96MI6YBHK27XP5NYUVEIIVXD15GN81|4NJ0FUNF3RMEHZDSBEZMB2VXT|          |0I96MI6YBHK27XP5NYUVEIIVXD15GN81|     |     |                                                            |
|  019KTKJ2774TS6WMM3XFUU02E7TA9M62|D      |INA    |7.0/03 |20,071,220,221,522 |SAP     |      |       |SAP     |20,071,220,221,522 |RSDS      |             |0GCC_SUPP_DET                 ZFLATF_2ND|ODSO      |             |0GCC_SUPD                 |                         |                         |                         |                         |                         |         0 |               |         |05P7OMONCG1RI2WZWXQ7HQRQDZ87TYXL|                         |          |05P7OMONCG1RI2WZWXQ7HQRQDZ87TYXL|     |     |                                                            |
|  019OSXVMMJDL81GX0XYJGV2LT0K66FKQ|D      |INA    |7.0/03 |20,071,121,201,529 |SAP     |      |       |SAP     |20,071,121,201,529 |RSDS      |             |0GCC_FUNC_MD                            |IOBJ      |ATTR         |0GCC_FUNCID               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  01A62HGXYD7LY21U8Q5U1UKXDXT455TV|D      |INA    |7.0/03 |20,071,210,051,553 |SAP     |      |       |SAP     |20,071,210,051,553 |RSDS      |             |0GAE_WPTRN_AR                 PC_FILE   |ODSO      |             |0GAE_WTRN                 |                         |                         |                         |                         |                         |         0 |               |         |04IHJEHOQX5AJ60X0TN75SWM3E3DT197|                         |          |04IHJEHOQX5AJ60X0TN75SWM3E3DT197|     |     |                                                            |
|  01ABKQFPWVWB5W97F3DW5MDMOM27SXP4|D      |INA    |7.0/03 |20,070,920,163,323 |SAP     |      |X      |SAP     |20,070,920,163,323 |TRCS      |             |0UC_DEXTASKASS_70                       |ODSO      |             |0UCDEDS06                 |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  01AKKC5XCNFTIXNIACZICUMRVKWMHI3U|D      |INA    |7.0/03 |20,070,126,144,635 |SAP     |      |       |SAP     |20,070,126,144,635 |RSDS      |             |0BEA_CRMR_SCALE_BASE_TYPE_TEXTP2CCLNT023|IOBJ      |TEXT         |0RDLSCALTYP               |                         |                         |                         |                         |                         |         0 |               |         |0SONWKKT2LI2LD2GCD486UBENH6XKOJF|                         |          |0SONWKKT2LI2LD2GCD486UBENH6XKOJF|     |     |                                                            |
|  01AVZ5M2SFLJCV05ZPLVQG7VPKL0M2YC|D      |INA    |7.0/03 |20,080,130,094,206 |SAP     |      |       |SAP     |20,080,130,094,206 |RSDS      |             |0CCMS_DSR_DATA                SAP1.1    |CUBE      |             |0CCMDAHGR                 |                         |                         |48M10XP2WH5QT5CMDWDFD6BFE|48M10W7B7QXS6RKH91X1ESKEY|                         |         0 |               |X        |                                |48M10WEZQPJHPE3XEVZDOUJ4Q|          |                                |     |     |                                                            |
|  01B1RE3V1BQBJ8W3XELYQTV54FJ6HX2S|D      |INA    |7.0/03 |20,070,921,063,915 |SAP     |      |       |SAP     |20,070,921,063,915 |RSDS      |             |0UC_DEXTASKASS                R/3700    |TRCS      |             |0UC_DEXTASKASS_70         |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  01B7DTHW1FGM5X7CRYXT0Y5RLVNTUT4H|D      |INA    |7.0/03 |20,071,219,194,957 |SAP     |      |X      |SAP     |20,071,219,194,957 |RSDS      |             |0GCC_OBJTEXT_PERM_OBJ_TEXT    ZFLAT4_LEG|ODSO      |             |0GCC_POLD                 |                         |                         |                         |4GWAX6SCSVBPPJ6GTKBC42M99|                         |         0 |               |         |0GWPFBATWGFPMHQWBKKDJGQSNDP9SPW2|4GWAX701BTXF85PWZEDOE4KZ1|          |0GWPFBATWGFPMHQWBKKDJGQSNDP9SPW2|     |     |                                                            |
